User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Netflix User Age Range
159,Standard,10,21-12-22,26-06-23,Spain,51,Female,Smart TV,1 Month,45+
160,Premium,15,27-10-22,25-06-23,Italy,39,Male,Smartphone,1 Month,35-44
161,Basic,10,23-10-22,24-06-23,United States,45,Male,Tablet,1 Month,35-44
162,Premium,15,19-04-22,25-06-23,Canada,31,Male,Laptop,1 Month,25-34
163,Standard,11,5/4/22,26-06-23,United Kingdom,29,Male,Laptop,1 Month,25-34
164,Basic,11,11/3/22,26-06-23,Australia,42,Female,Tablet,1 Month,35-44
165,Standard,14,25-05-22,25-06-23,Germany,49,Male,Tablet,1 Month,45+
166,Premium,13,16-04-22,26-06-23,France,42,Male,Laptop,1 Month,35-44
167,Basic,13,7/4/22,24-06-23,Brazil,29,Male,Smartphone,1 Month,25-34
168,Standard,10,11/12/22,28-06-23,Mexico,29,Male,Tablet,1 Month,25-34
169,Premium,12,20-01-23,26-06-23,Spain,49,Male,Tablet,1 Month,45+
170,Basic,14,12/1/23,25-06-23,Italy,32,Male,Laptop,1 Month,25-34
171,Premium,11,29-04-22,24-06-23,United States,35,Female,Tablet,1 Month,25-34
172,Basic,12,27-04-22,26-06-23,Canada,39,Female,Smartphone,1 Month,35-44
173,Standard,15,3/6/22,25-06-23,United Kingdom,40,Male,Smartphone,1 Month,35-44
174,Standard,14,23-04-22,25-06-23,Australia,39,Female,Tablet,1 Month,35-44
175,Basic,10,22-04-22,26-06-23,Germany,47,Female,Laptop,1 Month,45+
176,Premium,13,12/4/22,25-06-23,France,37,Female,Smart TV,1 Month,35-44
177,Basic,15,23-05-22,26-06-23,Brazil,27,Female,Smartphone,1 Month,25-34
178,Standard,13,19-10-22,26-06-23,Mexico,49,Female,Laptop,1 Month,45+
179,Premium,10,3/12/22,26-06-23,Spain,30,Female,Tablet,1 Month,25-34
180,Basic,14,26-09-22,25-06-23,Italy,36,Male,Laptop,1 Month,35-44
181,Premium,15,16-06-22,27-06-23,United States,33,Male,Smartphone,1 Month,25-34
182,Basic,13,16-05-22,25-06-23,Canada,30,Female,Laptop,1 Month,25-34
183,Standard,15,26-05-22,26-06-23,United Kingdom,36,Female,Tablet,1 Month,35-44
184,Standard,13,26-04-22,25-06-23,Australia,28,Female,Laptop,1 Month,25-34
185,Basic,11,12/5/22,25-06-23,Germany,47,Female,Tablet,1 Month,45+
186,Premium,12,1/3/22,25-06-23,France,33,Female,Smart TV,1 Month,25-34
187,Basic,13,10/7/22,24-06-23,Brazil,49,Female,Laptop,1 Month,45+
188,Standard,15,16-07-22,27-06-23,Mexico,44,Female,Smart TV,1 Month,35-44
189,Premium,13,2/9/22,26-06-23,Spain,47,Male,Smart TV,1 Month,45+
190,Basic,11,18-09-22,26-06-23,Italy,37,Female,Tablet,1 Month,35-44
191,Premium,10,8/7/22,25-06-23,United States,46,Male,Laptop,1 Month,45+
192,Basic,14,26-06-22,27-06-23,Canada,50,Female,Smartphone,1 Month,45+
193,Standard,11,5/8/22,25-06-23,United Kingdom,50,Male,Laptop,1 Month,45+
194,Standard,14,19-08-22,27-06-23,Australia,37,Male,Laptop,1 Month,35-44
195,Basic,11,26-08-22,24-06-23,Germany,50,Female,Smartphone,1 Month,45+
196,Premium,13,9/6/22,24-06-23,France,45,Female,Smart TV,1 Month,35-44
197,Basic,14,27-09-22,23-06-23,Brazil,45,Male,Tablet,1 Month,35-44
198,Standard,10,18-10-22,27-06-23,Mexico,49,Female,Laptop,1 Month,45+
199,Premium,14,31-10-22,25-06-23,Spain,39,Female,Tablet,1 Month,35-44
200,Basic,11,13-10-22,25-06-23,Italy,45,Female,Tablet,1 Month,35-44
201,Premium,11,4/7/22,27-06-23,United States,49,Female,Smart TV,1 Month,45+
202,Basic,12,26-06-22,27-06-23,Canada,31,Female,Tablet,1 Month,25-34
203,Standard,13,31-07-22,24-06-23,United Kingdom,42,Female,Smart TV,1 Month,35-44
204,Standard,12,27-07-22,24-06-23,Australia,37,Male,Smartphone,1 Month,35-44
205,Basic,12,30-07-22,25-06-23,Germany,30,Male,Smart TV,1 Month,25-34
206,Premium,11,6/8/22,25-06-23,France,40,Male,Smartphone,1 Month,35-44
207,Basic,15,16-09-22,24-06-23,Brazil,45,Female,Smartphone,1 Month,35-44
208,Standard,15,5/1/23,23-06-23,Mexico,36,Female,Tablet,1 Month,35-44
209,Premium,11,10/12/22,24-06-23,Spain,41,Male,Laptop,1 Month,35-44
210,Basic,14,22-11-22,26-06-23,Italy,49,Female,Laptop,1 Month,45+
211,Premium,15,15-11-22,27-06-23,United States,40,Male,Tablet,1 Month,35-44
212,Basic,11,28-10-22,26-06-23,Canada,36,Male,Smart TV,1 Month,35-44
213,Standard,12,8/9/22,24-06-23,United Kingdom,49,Female,Smart TV,1 Month,45+
214,Standard,13,30-06-22,28-06-23,Australia,43,Female,Laptop,1 Month,35-44
215,Basic,13,2/9/22,27-06-23,Germany,50,Female,Smartphone,1 Month,45+
216,Premium,14,8/10/22,24-06-23,France,51,Female,Smart TV,1 Month,45+
217,Basic,15,13-11-22,25-06-23,Brazil,44,Male,Smart TV,1 Month,35-44
218,Standard,12,15-11-22,28-06-23,Mexico,27,Male,Tablet,1 Month,25-34
219,Premium,12,16-11-22,25-06-23,Spain,46,Female,Smartphone,1 Month,45+
220,Basic,12,26-11-22,27-06-23,Italy,29,Male,Tablet,1 Month,25-34
221,Basic,12,26-11-22,25-06-23,United States,47,Male,Smartphone,1 Month,45+
222,Basic,10,12/12/22,26-06-23,Canada,48,Female,Smartphone,1 Month,45+
223,Standard,12,8/1/23,25-06-23,United Kingdom,34,Female,Smartphone,1 Month,25-34
224,Premium,15,27-11-22,29-06-23,Australia,40,Female,Smartphone,1 Month,35-44
225,Basic,14,11/10/22,27-06-23,Germany,48,Female,Smartphone,1 Month,45+
226,Basic,10,27-09-22,26-06-23,France,35,Male,Smartphone,1 Month,25-34
227,Premium,12,30-09-22,24-06-23,Brazil,51,Female,Smartphone,1 Month,45+
228,Standard,10,4/11/22,27-06-23,Mexico,39,Male,Smart TV,1 Month,35-44
229,Standard,13,4/11/22,27-06-23,Spain,29,Male,Smartphone,1 Month,25-34
230,Basic,12,30-10-22,26-06-23,Italy,51,Male,Laptop,1 Month,45+
231,Premium,11,29-10-22,24-06-23,United States,43,Male,Smartphone,1 Month,35-44
232,Standard,11,30-08-22,27-06-23,Canada,28,Male,Smartphone,1 Month,25-34
233,Basic,15,7/7/22,26-06-23,United Kingdom,50,Female,Smart TV,1 Month,45+
234,Standard,14,26-05-22,27-06-23,Australia,44,Female,Laptop,1 Month,35-44
235,Premium,11,17-05-22,25-06-23,Germany,50,Male,Laptop,1 Month,45+
236,Basic,11,8/5/22,26-06-23,France,39,Female,Smartphone,1 Month,35-44
237,Premium,13,7/7/22,25-06-23,Brazil,46,Female,Tablet,1 Month,45+
238,Standard,15,17-07-22,28-06-23,Mexico,48,Male,Smartphone,1 Month,45+
239,Basic,15,23-12-22,26-06-23,Spain,38,Male,Smart TV,1 Month,35-44
240,Standard,13,27-06-22,26-06-23,Italy,38,Male,Smartphone,1 Month,35-44
241,Premium,13,31-05-22,27-06-23,United States,47,Male,Laptop,1 Month,45+
242,Basic,12,2/6/22,26-06-23,Canada,37,Male,Laptop,1 Month,35-44
243,Standard,11,25-05-22,27-06-23,United Kingdom,33,Male,Laptop,1 Month,25-34
244,Premium,15,26-04-22,26-06-23,Australia,28,Male,Smartphone,1 Month,25-34
245,Basic,13,20-04-22,26-06-23,Germany,47,Male,Smart TV,1 Month,45+
246,Premium,11,3/5/22,25-06-23,France,38,Female,Smartphone,1 Month,35-44
247,Basic,12,7/7/22,27-06-23,Brazil,27,Male,Smart TV,1 Month,25-34
248,Standard,13,15-09-22,26-06-23,Mexico,34,Male,Smartphone,1 Month,25-34
249,Standard,14,16-09-22,27-06-23,Spain,42,Female,Smartphone,1 Month,35-44
250,Basic,14,9/8/22,26-06-23,Italy,28,Male,Laptop,1 Month,25-34
251,Premium,15,25-06-22,27-06-23,United States,30,Male,Laptop,1 Month,25-34
252,Basic,11,30-05-22,26-06-23,Canada,38,Female,Smartphone,1 Month,35-44
253,Standard,15,21-05-22,25-06-23,United Kingdom,45,Female,Tablet,1 Month,35-44
254,Premium,12,20-05-22,27-06-23,Australia,48,Female,Smart TV,1 Month,45+
255,Basic,13,20-05-22,26-06-23,Germany,46,Female,Smart TV,1 Month,45+
256,Premium,12,30-05-22,26-06-23,France,34,Male,Tablet,1 Month,25-34
257,Basic,13,17-06-22,25-06-23,Brazil,46,Male,Laptop,1 Month,45+
258,Standard,11,16-07-22,28-06-23,Mexico,41,Female,Smartphone,1 Month,35-44
259,Standard,15,5/8/22,26-06-23,Spain,28,Male,Smartphone,1 Month,25-34
260,Basic,10,17-07-22,26-06-23,Italy,27,Female,Smartphone,1 Month,25-34
261,Premium,13,4/7/22,25-06-23,United States,27,Female,Smart TV,1 Month,25-34
262,Basic,12,13-07-22,26-06-23,Canada,28,Female,Tablet,1 Month,25-34
263,Standard,15,25-07-22,24-06-23,United Kingdom,46,Male,Smartphone,1 Month,45+
264,Premium,10,9/8/22,27-06-23,Australia,51,Male,Smartphone,1 Month,45+
265,Basic,11,5/8/22,25-06-23,Germany,32,Female,Smart TV,1 Month,25-34
266,Premium,10,17-08-22,26-06-23,France,44,Male,Tablet,1 Month,35-44
267,Basic,11,8/9/22,27-06-23,Brazil,44,Female,Laptop,1 Month,35-44
268,Standard,13,16-10-22,28-06-23,Mexico,34,Female,Smart TV,1 Month,25-34
269,Standard,13,15-10-22,25-06-23,Spain,29,Female,Laptop,1 Month,25-34
270,Basic,12,4/9/22,25-06-23,Italy,47,Male,Smart TV,1 Month,45+
271,Premium,14,20-08-22,26-06-23,United States,41,Male,Laptop,1 Month,35-44
272,Basic,10,10/8/22,26-06-23,Canada,36,Female,Smartphone,1 Month,35-44
273,Standard,12,2/8/22,25-06-23,United Kingdom,28,Female,Laptop,1 Month,25-34
274,Premium,10,1/8/22,24-06-23,Australia,27,Female,Tablet,1 Month,25-34
275,Basic,15,6/8/22,25-06-23,Germany,34,Female,Laptop,1 Month,25-34
276,Premium,14,9/8/22,25-06-23,France,34,Female,Smart TV,1 Month,25-34
277,Basic,13,12/9/22,26-06-23,Brazil,37,Female,Tablet,1 Month,35-44
278,Standard,14,27-09-22,26-06-23,Mexico,34,Female,Laptop,1 Month,25-34
279,Standard,15,12/11/22,24-06-23,Spain,50,Female,Laptop,1 Month,45+
280,Basic,12,13-11-22,27-06-23,Italy,34,Female,Laptop,1 Month,25-34
281,Premium,12,2/11/22,28-06-23,United States,33,Female,Smart TV,1 Month,25-34
282,Basic,11,30-10-22,25-06-23,Canada,33,Male,Smart TV,1 Month,25-34
283,Standard,15,30-06-22,26-06-23,United Kingdom,46,Male,Smartphone,1 Month,45+
284,Premium,14,4/8/22,28-06-23,Australia,39,Female,Smartphone,1 Month,35-44
285,Basic,10,1/9/22,27-06-23,Germany,42,Female,Laptop,1 Month,35-44
286,Premium,14,14-10-22,27-06-23,France,50,Female,Laptop,1 Month,45+
287,Basic,10,16-10-22,26-06-23,Brazil,43,Male,Smartphone,1 Month,35-44
288,Standard,14,20-10-22,28-06-23,Mexico,51,Male,Smart TV,1 Month,45+
289,Standard,15,20-11-22,25-06-23,Spain,34,Female,Smart TV,1 Month,25-34
290,Basic,12,25-11-22,30-06-23,Italy,48,Male,Smartphone,1 Month,45+
291,Premium,13,4/12/22,27-06-23,United States,29,Female,Tablet,1 Month,25-34
292,Basic,11,12/12/22,27-06-23,Canada,43,Female,Laptop,1 Month,35-44
293,Standard,14,9/12/22,25-06-23,United Kingdom,39,Female,Laptop,1 Month,35-44
294,Premium,10,15-10-22,29-06-23,Australia,50,Male,Laptop,1 Month,45+
295,Basic,14,3/10/22,27-06-23,Germany,45,Male,Laptop,1 Month,35-44
296,Basic,12,1/10/22,27-06-23,France,48,Female,Tablet,1 Month,45+
297,Basic,13,2/11/22,24-06-23,Brazil,40,Male,Smartphone,1 Month,35-44
298,Standard,14,3/11/22,27-06-23,Mexico,41,Male,Tablet,1 Month,35-44
299,Premium,10,30-10-22,27-06-23,Spain,27,Male,Smartphone,1 Month,25-34
300,Basic,11,30-10-22,28-06-23,Italy,36,Male,Laptop,1 Month,35-44
301,Basic,10,27-09-22,24-06-23,United States,36,Female,Laptop,1 Month,35-44
302,Premium,11,14-09-22,27-06-23,Canada,44,Male,Tablet,1 Month,35-44
303,Standard,12,11/6/22,26-06-23,United Kingdom,45,Male,Tablet,1 Month,35-44
304,Standard,12,11/6/22,29-06-23,Australia,33,Female,Smartphone,1 Month,25-34
305,Basic,13,24-05-22,26-06-23,Germany,47,Male,Smart TV,1 Month,45+
306,Premium,13,6/7/22,27-06-23,France,45,Male,Tablet,1 Month,35-44
307,Standard,11,8/7/22,28-06-23,Brazil,29,Female,Smart TV,1 Month,25-34
308,Basic,13,27-10-22,27-06-23,Mexico,31,Male,Smart TV,1 Month,25-34
309,Standard,11,9/8/22,28-06-23,Spain,31,Male,Smartphone,1 Month,25-34
310,Premium,15,14-06-22,26-06-23,Italy,49,Female,Smartphone,1 Month,45+
311,Basic,15,7/6/22,27-06-23,United States,29,Female,Smartphone,1 Month,25-34
312,Premium,12,27-05-22,26-06-23,Canada,50,Male,Laptop,1 Month,45+
313,Standard,13,27-05-22,27-06-23,United Kingdom,36,Female,Laptop,1 Month,35-44
314,Basic,10,21-04-22,26-06-23,Australia,28,Male,Laptop,1 Month,25-34
315,Standard,15,28-04-22,27-06-23,Germany,47,Female,Smart TV,1 Month,45+
316,Premium,12,27-05-22,25-06-23,France,50,Female,Laptop,1 Month,45+
317,Basic,15,25-08-22,28-06-23,Brazil,44,Female,Tablet,1 Month,35-44
318,Standard,10,2/9/22,27-06-23,Mexico,39,Female,Laptop,1 Month,35-44
319,Premium,14,22-08-22,26-06-23,Spain,32,Female,Smartphone,1 Month,25-34
